date,year,month,day,station,station_lat,station_lon,water_level_m,danger_level_m,warning_level_m,discharge_cumecs,flood_status,embankment_alert,rainfall_24h_mm,source
2022-05-13,2022,5,13,Guwahati Gauge Station,26.1844,91.7458,3.08,5.1,4.5,64,Normal,False,10.3,CWC Brahmaputra gauge — synthetic daily record
2022-05-14,2022,5,14,Guwahati Gauge Station,26.1844,91.7458,3.03,5.1,4.5,57,Normal,False,28.1,CWC Brahmaputra gauge — synthetic daily record
2022-05-15,2022,5,15,Guwahati Gauge Station,26.1844,91.7458,3.02,5.1,4.5,58,Normal,False,32.4,CWC Brahmaputra gauge — synthetic daily record
2022-05-16,2022,5,16,Guwahati Gauge Station,26.1844,91.7458,3.16,5.1,4.5,63,Normal,False,37.7,CWC Brahmaputra gauge — synthetic daily record
2022-05-17,2022,5,17,Guwahati Gauge Station,26.1844,91.7458,3.23,5.1,4.5,65,Normal,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-05-18,2022,5,18,Guwahati Gauge Station,26.1844,91.7458,3.16,5.1,4.5,60,Normal,False,25.9,CWC Brahmaputra gauge — synthetic daily record
2022-05-19,2022,5,19,Guwahati Gauge Station,26.1844,91.7458,3.19,5.1,4.5,71,Normal,False,25.4,CWC Brahmaputra gauge — synthetic daily record
2022-05-20,2022,5,20,Guwahati Gauge Station,26.1844,91.7458,3.14,5.1,4.5,58,Normal,False,12.0,CWC Brahmaputra gauge — synthetic daily record
2022-05-21,2022,5,21,Guwahati Gauge Station,26.1844,91.7458,3.11,5.1,4.5,66,Normal,False,28.3,CWC Brahmaputra gauge — synthetic daily record
2022-05-22,2022,5,22,Guwahati Gauge Station,26.1844,91.7458,3.02,5.1,4.5,60,Normal,False,18.1,CWC Brahmaputra gauge — synthetic daily record
2022-05-23,2022,5,23,Guwahati Gauge Station,26.1844,91.7458,3.01,5.1,4.5,63,Normal,False,40.3,CWC Brahmaputra gauge — synthetic daily record
2022-05-24,2022,5,24,Guwahati Gauge Station,26.1844,91.7458,2.97,5.1,4.5,53,Normal,False,7.2,CWC Brahmaputra gauge — synthetic daily record
2022-05-25,2022,5,25,Guwahati Gauge Station,26.1844,91.7458,2.98,5.1,4.5,59,Normal,False,11.0,CWC Brahmaputra gauge — synthetic daily record
2022-05-26,2022,5,26,Guwahati Gauge Station,26.1844,91.7458,2.85,5.1,4.5,53,Normal,False,20.0,CWC Brahmaputra gauge — synthetic daily record
2022-05-27,2022,5,27,Guwahati Gauge Station,26.1844,91.7458,2.84,5.1,4.5,47,Normal,False,14.8,CWC Brahmaputra gauge — synthetic daily record
2022-05-28,2022,5,28,Guwahati Gauge Station,26.1844,91.7458,2.92,5.1,4.5,56,Normal,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-05-29,2022,5,29,Guwahati Gauge Station,26.1844,91.7458,2.93,5.1,4.5,59,Normal,False,5.7,CWC Brahmaputra gauge — synthetic daily record
2022-05-30,2022,5,30,Guwahati Gauge Station,26.1844,91.7458,2.94,5.1,4.5,50,Normal,False,36.7,CWC Brahmaputra gauge — synthetic daily record
2022-05-31,2022,5,31,Guwahati Gauge Station,26.1844,91.7458,2.88,5.1,4.5,54,Normal,False,17.6,CWC Brahmaputra gauge — synthetic daily record
2022-06-01,2022,6,1,Guwahati Gauge Station,26.1844,91.7458,2.88,5.1,4.5,53,Normal,False,13.6,CWC Brahmaputra gauge — synthetic daily record
2022-06-02,2022,6,2,Guwahati Gauge Station,26.1844,91.7458,2.95,5.1,4.5,56,Normal,False,28.1,CWC Brahmaputra gauge — synthetic daily record
2022-06-03,2022,6,3,Guwahati Gauge Station,26.1844,91.7458,3.18,5.1,4.5,62,Normal,False,29.1,CWC Brahmaputra gauge — synthetic daily record
2022-06-04,2022,6,4,Guwahati Gauge Station,26.1844,91.7458,3.28,5.1,4.5,73,Normal,False,27.7,CWC Brahmaputra gauge — synthetic daily record
2022-06-05,2022,6,5,Guwahati Gauge Station,26.1844,91.7458,3.26,5.1,4.5,74,Normal,False,8.7,CWC Brahmaputra gauge — synthetic daily record
2022-06-06,2022,6,6,Guwahati Gauge Station,26.1844,91.7458,3.38,5.1,4.5,68,Normal,False,31.4,CWC Brahmaputra gauge — synthetic daily record
2022-06-07,2022,6,7,Guwahati Gauge Station,26.1844,91.7458,3.51,5.1,4.5,85,Normal,False,41.7,CWC Brahmaputra gauge — synthetic daily record
2022-06-08,2022,6,8,Guwahati Gauge Station,26.1844,91.7458,3.58,5.1,4.5,82,Normal,False,40.0,CWC Brahmaputra gauge — synthetic daily record
2022-06-09,2022,6,9,Guwahati Gauge Station,26.1844,91.7458,3.53,5.1,4.5,89,Normal,False,36.6,CWC Brahmaputra gauge — synthetic daily record
2022-06-10,2022,6,10,Guwahati Gauge Station,26.1844,91.7458,3.64,5.1,4.5,93,Normal,False,46.0,CWC Brahmaputra gauge — synthetic daily record
2022-06-11,2022,6,11,Guwahati Gauge Station,26.1844,91.7458,3.59,5.1,4.5,89,Normal,False,8.5,CWC Brahmaputra gauge — synthetic daily record
2022-06-12,2022,6,12,Guwahati Gauge Station,26.1844,91.7458,3.77,5.1,4.5,96,Normal,False,34.5,CWC Brahmaputra gauge — synthetic daily record
2022-06-13,2022,6,13,Guwahati Gauge Station,26.1844,91.7458,3.87,5.1,4.5,94,Normal,False,28.6,CWC Brahmaputra gauge — synthetic daily record
2022-06-14,2022,6,14,Guwahati Gauge Station,26.1844,91.7458,3.82,5.1,4.5,103,Normal,False,28.0,CWC Brahmaputra gauge — synthetic daily record
2022-06-15,2022,6,15,Guwahati Gauge Station,26.1844,91.7458,3.68,5.1,4.5,82,Normal,False,18.5,CWC Brahmaputra gauge — synthetic daily record
2022-06-16,2022,6,16,Guwahati Gauge Station,26.1844,91.7458,3.73,5.1,4.5,87,Normal,False,27.4,CWC Brahmaputra gauge — synthetic daily record
2022-06-17,2022,6,17,Guwahati Gauge Station,26.1844,91.7458,3.98,5.1,4.5,108,Normal,False,9.5,CWC Brahmaputra gauge — synthetic daily record
2022-06-18,2022,6,18,Guwahati Gauge Station,26.1844,91.7458,4.11,5.1,4.5,128,Normal,False,29.4,CWC Brahmaputra gauge — synthetic daily record
2022-06-19,2022,6,19,Guwahati Gauge Station,26.1844,91.7458,4.31,5.1,4.5,122,Normal,False,18.9,CWC Brahmaputra gauge — synthetic daily record
2022-06-20,2022,6,20,Guwahati Gauge Station,26.1844,91.7458,4.48,5.1,4.5,164,Normal,False,23.5,CWC Brahmaputra gauge — synthetic daily record
2022-06-21,2022,6,21,Guwahati Gauge Station,26.1844,91.7458,4.39,5.1,4.5,148,Normal,False,17.6,CWC Brahmaputra gauge — synthetic daily record
2022-06-22,2022,6,22,Guwahati Gauge Station,26.1844,91.7458,4.43,5.1,4.5,136,Normal,False,30.9,CWC Brahmaputra gauge — synthetic daily record
2022-06-23,2022,6,23,Guwahati Gauge Station,26.1844,91.7458,4.52,5.1,4.5,151,Warning,False,50.7,CWC Brahmaputra gauge — synthetic daily record
2022-06-24,2022,6,24,Guwahati Gauge Station,26.1844,91.7458,4.69,5.1,4.5,181,Warning,False,21.5,CWC Brahmaputra gauge — synthetic daily record
2022-06-25,2022,6,25,Guwahati Gauge Station,26.1844,91.7458,5.0,5.1,4.5,220,Warning,False,55.6,CWC Brahmaputra gauge — synthetic daily record
2022-06-26,2022,6,26,Guwahati Gauge Station,26.1844,91.7458,4.76,5.1,4.5,164,Warning,False,27.8,CWC Brahmaputra gauge — synthetic daily record
2022-06-27,2022,6,27,Guwahati Gauge Station,26.1844,91.7458,4.63,5.1,4.5,160,Warning,False,36.8,CWC Brahmaputra gauge — synthetic daily record
2022-06-28,2022,6,28,Guwahati Gauge Station,26.1844,91.7458,4.75,5.1,4.5,175,Warning,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-06-29,2022,6,29,Guwahati Gauge Station,26.1844,91.7458,4.83,5.1,4.5,180,Warning,False,25.1,CWC Brahmaputra gauge — synthetic daily record
2022-06-30,2022,6,30,Guwahati Gauge Station,26.1844,91.7458,5.05,5.1,4.5,211,Warning,False,27.4,CWC Brahmaputra gauge — synthetic daily record
2022-07-01,2022,7,1,Guwahati Gauge Station,26.1844,91.7458,5.25,5.1,4.5,257,Danger,False,30.4,CWC Brahmaputra gauge — synthetic daily record
2022-07-02,2022,7,2,Guwahati Gauge Station,26.1844,91.7458,5.3,5.1,4.5,262,Danger,False,30.7,CWC Brahmaputra gauge — synthetic daily record
2022-07-03,2022,7,3,Guwahati Gauge Station,26.1844,91.7458,5.44,5.1,4.5,257,Danger,False,16.9,CWC Brahmaputra gauge — synthetic daily record
2022-07-04,2022,7,4,Guwahati Gauge Station,26.1844,91.7458,5.63,5.1,4.5,326,Danger,True,50.6,CWC Brahmaputra gauge — synthetic daily record
2022-07-05,2022,7,5,Guwahati Gauge Station,26.1844,91.7458,5.7,5.1,4.5,306,Danger,True,24.5,CWC Brahmaputra gauge — synthetic daily record
2022-07-06,2022,7,6,Guwahati Gauge Station,26.1844,91.7458,5.88,5.1,4.5,363,Danger,True,35.3,CWC Brahmaputra gauge — synthetic daily record
2022-07-07,2022,7,7,Guwahati Gauge Station,26.1844,91.7458,5.95,5.1,4.5,366,Danger,True,41.3,CWC Brahmaputra gauge — synthetic daily record
2022-07-08,2022,7,8,Guwahati Gauge Station,26.1844,91.7458,5.89,5.1,4.5,369,Danger,True,39.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-09,2022,7,9,Guwahati Gauge Station,26.1844,91.7458,6.08,5.1,4.5,390,Danger,True,36.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-10,2022,7,10,Guwahati Gauge Station,26.1844,91.7458,6.07,5.1,4.5,413,Danger,True,28.9,CWC Brahmaputra gauge — synthetic daily record
2022-07-11,2022,7,11,Guwahati Gauge Station,26.1844,91.7458,6.12,5.1,4.5,400,Danger,True,46.5,CWC Brahmaputra gauge — synthetic daily record
2022-07-12,2022,7,12,Guwahati Gauge Station,26.1844,91.7458,6.41,5.1,4.5,577,Danger,True,19.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-13,2022,7,13,Guwahati Gauge Station,26.1844,91.7458,6.42,5.1,4.5,517,Danger,True,31.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-14,2022,7,14,Guwahati Gauge Station,26.1844,91.7458,6.57,5.1,4.5,584,Danger,True,42.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-15,2022,7,15,Guwahati Gauge Station,26.1844,91.7458,6.77,5.1,4.5,655,Danger,True,40.0,CWC Brahmaputra gauge — synthetic daily record
2022-07-16,2022,7,16,Guwahati Gauge Station,26.1844,91.7458,6.8,5.1,4.5,645,Danger,True,35.5,CWC Brahmaputra gauge — synthetic daily record
2022-07-17,2022,7,17,Guwahati Gauge Station,26.1844,91.7458,6.88,5.1,4.5,728,Danger,True,51.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-18,2022,7,18,Guwahati Gauge Station,26.1844,91.7458,6.98,5.1,4.5,733,Danger,True,40.4,CWC Brahmaputra gauge — synthetic daily record
2022-07-19,2022,7,19,Guwahati Gauge Station,26.1844,91.7458,7.16,5.1,4.5,878,Danger,True,31.6,CWC Brahmaputra gauge — synthetic daily record
2022-07-20,2022,7,20,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,851,Danger,True,24.9,CWC Brahmaputra gauge — synthetic daily record
2022-07-21,2022,7,21,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,964,Danger,True,13.2,CWC Brahmaputra gauge — synthetic daily record
2022-07-22,2022,7,22,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,959,Danger,True,43.0,CWC Brahmaputra gauge — synthetic daily record
2022-07-23,2022,7,23,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,962,Danger,True,44.9,CWC Brahmaputra gauge — synthetic daily record
2022-07-24,2022,7,24,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,914,Danger,True,33.1,CWC Brahmaputra gauge — synthetic daily record
2022-07-25,2022,7,25,Guwahati Gauge Station,26.1844,91.7458,7.12,5.1,4.5,792,Danger,True,35.9,CWC Brahmaputra gauge — synthetic daily record
2022-07-26,2022,7,26,Guwahati Gauge Station,26.1844,91.7458,7.04,5.1,4.5,776,Danger,True,50.5,CWC Brahmaputra gauge — synthetic daily record
2022-07-27,2022,7,27,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,896,Danger,True,45.1,CWC Brahmaputra gauge — synthetic daily record
2022-07-28,2022,7,28,Guwahati Gauge Station,26.1844,91.7458,7.11,5.1,4.5,838,Danger,True,29.9,CWC Brahmaputra gauge — synthetic daily record
2022-07-29,2022,7,29,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,917,Danger,True,31.1,CWC Brahmaputra gauge — synthetic daily record
2022-07-30,2022,7,30,Guwahati Gauge Station,26.1844,91.7458,7.19,5.1,4.5,908,Danger,True,38.8,CWC Brahmaputra gauge — synthetic daily record
2022-07-31,2022,7,31,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,864,Danger,True,15.6,CWC Brahmaputra gauge — synthetic daily record
2022-08-01,2022,8,1,Guwahati Gauge Station,26.1844,91.7458,7.11,5.1,4.5,787,Danger,True,30.1,CWC Brahmaputra gauge — synthetic daily record
2022-08-02,2022,8,2,Guwahati Gauge Station,26.1844,91.7458,7.09,5.1,4.5,867,Danger,True,14.0,CWC Brahmaputra gauge — synthetic daily record
2022-08-03,2022,8,3,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,876,Danger,True,46.5,CWC Brahmaputra gauge — synthetic daily record
2022-08-04,2022,8,4,Guwahati Gauge Station,26.1844,91.7458,7.16,5.1,4.5,930,Danger,True,38.3,CWC Brahmaputra gauge — synthetic daily record
2022-08-05,2022,8,5,Guwahati Gauge Station,26.1844,91.7458,7.19,5.1,4.5,925,Danger,True,16.0,CWC Brahmaputra gauge — synthetic daily record
2022-08-06,2022,8,6,Guwahati Gauge Station,26.1844,91.7458,7.11,5.1,4.5,836,Danger,True,49.7,CWC Brahmaputra gauge — synthetic daily record
2022-08-07,2022,8,7,Guwahati Gauge Station,26.1844,91.7458,7.16,5.1,4.5,904,Danger,True,26.1,CWC Brahmaputra gauge — synthetic daily record
2022-08-08,2022,8,8,Guwahati Gauge Station,26.1844,91.7458,7.18,5.1,4.5,894,Danger,True,20.6,CWC Brahmaputra gauge — synthetic daily record
2022-08-09,2022,8,9,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,911,Danger,True,39.5,CWC Brahmaputra gauge — synthetic daily record
2022-08-10,2022,8,10,Guwahati Gauge Station,26.1844,91.7458,7.12,5.1,4.5,913,Danger,True,41.8,CWC Brahmaputra gauge — synthetic daily record
2022-08-11,2022,8,11,Guwahati Gauge Station,26.1844,91.7458,7.18,5.1,4.5,827,Danger,True,30.7,CWC Brahmaputra gauge — synthetic daily record
2022-08-12,2022,8,12,Guwahati Gauge Station,26.1844,91.7458,7.12,5.1,4.5,849,Danger,True,29.0,CWC Brahmaputra gauge — synthetic daily record
2022-08-13,2022,8,13,Guwahati Gauge Station,26.1844,91.7458,7.08,5.1,4.5,796,Danger,True,24.1,CWC Brahmaputra gauge — synthetic daily record
2022-08-14,2022,8,14,Guwahati Gauge Station,26.1844,91.7458,7.18,5.1,4.5,869,Danger,True,14.2,CWC Brahmaputra gauge — synthetic daily record
2022-08-15,2022,8,15,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,810,Danger,True,32.2,CWC Brahmaputra gauge — synthetic daily record
2022-08-16,2022,8,16,Guwahati Gauge Station,26.1844,91.7458,7.02,5.1,4.5,723,Danger,True,45.4,CWC Brahmaputra gauge — synthetic daily record
2022-08-17,2022,8,17,Guwahati Gauge Station,26.1844,91.7458,7.16,5.1,4.5,825,Danger,True,27.6,CWC Brahmaputra gauge — synthetic daily record
2022-08-18,2022,8,18,Guwahati Gauge Station,26.1844,91.7458,7.16,5.1,4.5,855,Danger,True,32.3,CWC Brahmaputra gauge — synthetic daily record
2022-08-19,2022,8,19,Guwahati Gauge Station,26.1844,91.7458,7.11,5.1,4.5,863,Danger,True,31.9,CWC Brahmaputra gauge — synthetic daily record
2022-08-20,2022,8,20,Guwahati Gauge Station,26.1844,91.7458,7.15,5.1,4.5,905,Danger,True,39.2,CWC Brahmaputra gauge — synthetic daily record
2022-08-21,2022,8,21,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,906,Danger,True,45.4,CWC Brahmaputra gauge — synthetic daily record
2022-08-22,2022,8,22,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,965,Danger,True,23.5,CWC Brahmaputra gauge — synthetic daily record
2022-08-23,2022,8,23,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,820,Danger,True,37.4,CWC Brahmaputra gauge — synthetic daily record
2022-08-24,2022,8,24,Guwahati Gauge Station,26.1844,91.7458,7.0,5.1,4.5,731,Danger,True,18.9,CWC Brahmaputra gauge — synthetic daily record
2022-08-25,2022,8,25,Guwahati Gauge Station,26.1844,91.7458,7.02,5.1,4.5,805,Danger,True,34.3,CWC Brahmaputra gauge — synthetic daily record
2022-08-26,2022,8,26,Guwahati Gauge Station,26.1844,91.7458,7.07,5.1,4.5,827,Danger,True,31.2,CWC Brahmaputra gauge — synthetic daily record
2022-08-27,2022,8,27,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,861,Danger,True,45.2,CWC Brahmaputra gauge — synthetic daily record
2022-08-28,2022,8,28,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,924,Danger,True,22.2,CWC Brahmaputra gauge — synthetic daily record
2022-08-29,2022,8,29,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,810,Danger,True,26.0,CWC Brahmaputra gauge — synthetic daily record
2022-08-30,2022,8,30,Guwahati Gauge Station,26.1844,91.7458,7.2,5.1,4.5,849,Danger,True,24.4,CWC Brahmaputra gauge — synthetic daily record
2022-08-31,2022,8,31,Guwahati Gauge Station,26.1844,91.7458,7.19,5.1,4.5,938,Danger,True,32.5,CWC Brahmaputra gauge — synthetic daily record
2022-09-01,2022,9,1,Guwahati Gauge Station,26.1844,91.7458,6.99,5.1,4.5,783,Danger,True,19.0,CWC Brahmaputra gauge — synthetic daily record
2022-09-02,2022,9,2,Guwahati Gauge Station,26.1844,91.7458,6.83,5.1,4.5,671,Danger,True,11.7,CWC Brahmaputra gauge — synthetic daily record
2022-09-03,2022,9,3,Guwahati Gauge Station,26.1844,91.7458,6.85,5.1,4.5,745,Danger,True,8.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-04,2022,9,4,Guwahati Gauge Station,26.1844,91.7458,6.77,5.1,4.5,681,Danger,True,12.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-05,2022,9,5,Guwahati Gauge Station,26.1844,91.7458,6.76,5.1,4.5,611,Danger,True,25.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-06,2022,9,6,Guwahati Gauge Station,26.1844,91.7458,6.68,5.1,4.5,652,Danger,True,29.2,CWC Brahmaputra gauge — synthetic daily record
2022-09-07,2022,9,7,Guwahati Gauge Station,26.1844,91.7458,6.52,5.1,4.5,525,Danger,True,21.2,CWC Brahmaputra gauge — synthetic daily record
2022-09-08,2022,9,8,Guwahati Gauge Station,26.1844,91.7458,6.41,5.1,4.5,541,Danger,True,27.1,CWC Brahmaputra gauge — synthetic daily record
2022-09-09,2022,9,9,Guwahati Gauge Station,26.1844,91.7458,6.3,5.1,4.5,539,Danger,True,5.8,CWC Brahmaputra gauge — synthetic daily record
2022-09-10,2022,9,10,Guwahati Gauge Station,26.1844,91.7458,6.13,5.1,4.5,407,Danger,True,17.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-11,2022,9,11,Guwahati Gauge Station,26.1844,91.7458,6.03,5.1,4.5,375,Danger,True,34.1,CWC Brahmaputra gauge — synthetic daily record
2022-09-12,2022,9,12,Guwahati Gauge Station,26.1844,91.7458,5.96,5.1,4.5,365,Danger,True,23.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-13,2022,9,13,Guwahati Gauge Station,26.1844,91.7458,6.0,5.1,4.5,404,Danger,True,0,CWC Brahmaputra gauge — synthetic daily record
2022-09-14,2022,9,14,Guwahati Gauge Station,26.1844,91.7458,5.79,5.1,4.5,346,Danger,True,22.6,CWC Brahmaputra gauge — synthetic daily record
2022-09-15,2022,9,15,Guwahati Gauge Station,26.1844,91.7458,5.79,5.1,4.5,323,Danger,True,10.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-16,2022,9,16,Guwahati Gauge Station,26.1844,91.7458,5.9,5.1,4.5,362,Danger,True,25.9,CWC Brahmaputra gauge — synthetic daily record
2022-09-17,2022,9,17,Guwahati Gauge Station,26.1844,91.7458,5.82,5.1,4.5,335,Danger,True,36.7,CWC Brahmaputra gauge — synthetic daily record
2022-09-18,2022,9,18,Guwahati Gauge Station,26.1844,91.7458,5.6,5.1,4.5,328,Danger,True,27.2,CWC Brahmaputra gauge — synthetic daily record
2022-09-19,2022,9,19,Guwahati Gauge Station,26.1844,91.7458,5.49,5.1,4.5,267,Danger,False,20.2,CWC Brahmaputra gauge — synthetic daily record
2022-09-20,2022,9,20,Guwahati Gauge Station,26.1844,91.7458,5.46,5.1,4.5,276,Danger,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-09-21,2022,9,21,Guwahati Gauge Station,26.1844,91.7458,5.41,5.1,4.5,287,Danger,False,18.9,CWC Brahmaputra gauge — synthetic daily record
2022-09-22,2022,9,22,Guwahati Gauge Station,26.1844,91.7458,5.06,5.1,4.5,202,Warning,False,11.6,CWC Brahmaputra gauge — synthetic daily record
2022-09-23,2022,9,23,Guwahati Gauge Station,26.1844,91.7458,5.08,5.1,4.5,213,Warning,False,4.5,CWC Brahmaputra gauge — synthetic daily record
2022-09-24,2022,9,24,Guwahati Gauge Station,26.1844,91.7458,5.13,5.1,4.5,222,Danger,False,21.9,CWC Brahmaputra gauge — synthetic daily record
2022-09-25,2022,9,25,Guwahati Gauge Station,26.1844,91.7458,5.11,5.1,4.5,249,Danger,False,10.2,CWC Brahmaputra gauge — synthetic daily record
2022-09-26,2022,9,26,Guwahati Gauge Station,26.1844,91.7458,5.06,5.1,4.5,233,Warning,False,13.3,CWC Brahmaputra gauge — synthetic daily record
2022-09-27,2022,9,27,Guwahati Gauge Station,26.1844,91.7458,4.92,5.1,4.5,208,Warning,False,16.1,CWC Brahmaputra gauge — synthetic daily record
2022-09-28,2022,9,28,Guwahati Gauge Station,26.1844,91.7458,4.82,5.1,4.5,174,Warning,False,16.6,CWC Brahmaputra gauge — synthetic daily record
2022-09-29,2022,9,29,Guwahati Gauge Station,26.1844,91.7458,4.78,5.1,4.5,166,Warning,False,29.9,CWC Brahmaputra gauge — synthetic daily record
2022-09-30,2022,9,30,Guwahati Gauge Station,26.1844,91.7458,4.67,5.1,4.5,171,Warning,False,29.9,CWC Brahmaputra gauge — synthetic daily record
2022-10-01,2022,10,1,Guwahati Gauge Station,26.1844,91.7458,4.63,5.1,4.5,159,Warning,False,24.8,CWC Brahmaputra gauge — synthetic daily record
2022-10-02,2022,10,2,Guwahati Gauge Station,26.1844,91.7458,4.62,5.1,4.5,180,Warning,False,31.6,CWC Brahmaputra gauge — synthetic daily record
2022-10-03,2022,10,3,Guwahati Gauge Station,26.1844,91.7458,4.61,5.1,4.5,179,Warning,False,3.2,CWC Brahmaputra gauge — synthetic daily record
2022-10-04,2022,10,4,Guwahati Gauge Station,26.1844,91.7458,4.64,5.1,4.5,183,Warning,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-10-05,2022,10,5,Guwahati Gauge Station,26.1844,91.7458,4.66,5.1,4.5,181,Warning,False,3.4,CWC Brahmaputra gauge — synthetic daily record
2022-10-06,2022,10,6,Guwahati Gauge Station,26.1844,91.7458,4.66,5.1,4.5,180,Warning,False,26.9,CWC Brahmaputra gauge — synthetic daily record
2022-10-07,2022,10,7,Guwahati Gauge Station,26.1844,91.7458,4.67,5.1,4.5,170,Warning,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-10-08,2022,10,8,Guwahati Gauge Station,26.1844,91.7458,4.63,5.1,4.5,163,Warning,False,3.6,CWC Brahmaputra gauge — synthetic daily record
2022-10-09,2022,10,9,Guwahati Gauge Station,26.1844,91.7458,4.55,5.1,4.5,169,Warning,False,13.1,CWC Brahmaputra gauge — synthetic daily record
2022-10-10,2022,10,10,Guwahati Gauge Station,26.1844,91.7458,4.61,5.1,4.5,156,Warning,False,16.0,CWC Brahmaputra gauge — synthetic daily record
2022-10-11,2022,10,11,Guwahati Gauge Station,26.1844,91.7458,4.66,5.1,4.5,184,Warning,False,3.5,CWC Brahmaputra gauge — synthetic daily record
2022-10-12,2022,10,12,Guwahati Gauge Station,26.1844,91.7458,4.66,5.1,4.5,178,Warning,False,8.7,CWC Brahmaputra gauge — synthetic daily record
2022-10-13,2022,10,13,Guwahati Gauge Station,26.1844,91.7458,4.65,5.1,4.5,166,Warning,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-10-14,2022,10,14,Guwahati Gauge Station,26.1844,91.7458,4.62,5.1,4.5,150,Warning,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-10-15,2022,10,15,Guwahati Gauge Station,26.1844,91.7458,4.58,5.1,4.5,158,Warning,False,6.2,CWC Brahmaputra gauge — synthetic daily record
2022-10-16,2022,10,16,Guwahati Gauge Station,26.1844,91.7458,4.59,5.1,4.5,172,Warning,False,17.2,CWC Brahmaputra gauge — synthetic daily record
